flight_id,flight_no,actual_departure,actual_arrival,aircraft_code,departure_airport,arrival_airport,fare_conditions,range,count_seats,sum_amount,travel_time
93121,PG0351,2016-09-26T06:18:00Z,2016-09-26T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93122,PG0351,,,CN1,KJA,NOZ,,1200,12,,
93123,PG0352,,,CN1,KJA,NOZ,,1200,12,,
93124,PG0351,2017-07-20T06:19:00Z,2017-07-20T07:45:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93125,PG0352,2017-07-20T04:53:00Z,2017-07-20T06:20:00Z,CN1,KJA,NOZ,,1200,12,,87.0
93126,PG0351,2016-11-18T06:18:00Z,2016-11-18T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93127,PG0352,2016-11-18T04:53:00Z,2016-11-18T06:18:00Z,CN1,KJA,NOZ,Economy,1200,60,264000.00,85.0
93128,PG0352,2017-03-31T04:52:00Z,2017-03-31T06:18:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,86.0
93129,PG0351,2017-03-31T09:07:00Z,2017-03-31T10:33:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93130,PG0351,2016-08-19T06:16:00Z,2016-08-19T07:42:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93131,PG0352,2016-08-19T04:53:00Z,2016-08-19T06:18:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93132,PG0351,2017-06-03T09:19:00Z,2017-06-03T10:44:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93133,PG0352,2017-06-03T04:52:00Z,2017-06-03T06:17:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,85.0
93134,PG0351,2017-04-14T06:22:00Z,2017-04-14T07:47:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93135,PG0352,2017-04-14T04:54:00Z,2017-04-14T06:19:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93136,PG0352,2017-07-12T04:51:00Z,2017-07-12T06:15:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,84.0
93137,PG0351,2017-07-12T06:15:00Z,2017-07-12T07:40:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93138,PG0351,2017-01-27T06:18:00Z,2017-01-27T07:42:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93139,PG0352,2017-01-27T04:55:00Z,2017-01-27T06:20:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93140,PG0352,2016-11-06T04:51:00Z,2016-11-06T06:17:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,86.0
93141,PG0351,2016-11-06T06:18:00Z,2016-11-06T07:42:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93142,PG0352,2017-01-15T04:53:00Z,2017-01-15T06:18:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93143,PG0351,2017-01-15T06:19:00Z,2017-01-15T07:44:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93144,PG0352,2017-03-30T04:56:00Z,2017-03-30T06:21:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,85.0
93145,PG0351,2017-03-30T06:18:00Z,2017-03-30T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93146,PG0351,2016-11-19T06:20:00Z,2016-11-19T07:45:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93147,PG0352,2016-11-19T04:51:00Z,2016-11-19T06:16:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93148,PG0352,2017-05-26T04:51:00Z,2017-05-26T06:17:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93149,PG0351,2017-05-26T06:17:00Z,2017-05-26T07:41:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93150,PG0352,,,CN1,KJA,NOZ,Economy,1200,48,211200.00,
93151,PG0351,,,CN1,KJA,NOZ,,1200,12,,
93152,PG0351,2016-10-03T06:15:00Z,2016-10-03T07:38:00Z,CN1,KJA,NOZ,,1200,12,,83.0
93153,PG0352,2016-10-03T04:55:00Z,2016-10-03T06:18:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,83.0
93154,PG0352,2017-08-15T04:55:00Z,2017-08-15T06:21:00Z,CN1,KJA,NOZ,Economy,1200,48,211200.00,86.0
93155,PG0352,2017-01-20T04:52:00Z,2017-01-20T06:16:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93156,PG0351,2016-08-20T06:21:00Z,2016-08-20T07:45:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93157,PG0352,2016-08-20T04:51:00Z,2016-08-20T06:16:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93158,PG0351,2017-04-15T06:21:00Z,2017-04-15T07:48:00Z,CN1,KJA,NOZ,,1200,12,,87.0
93159,PG0352,2017-04-15T04:53:00Z,2017-04-15T06:19:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93160,PG0352,2017-03-29T04:54:00Z,2017-03-29T06:19:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,85.0
93161,PG0351,2017-03-29T06:18:00Z,2017-03-29T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93162,PG0352,2016-09-25T07:37:00Z,2016-09-25T09:01:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,84.0
93163,PG0351,2016-09-25T06:18:00Z,2016-09-25T07:42:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93164,PG0352,2017-07-11T04:51:00Z,2017-07-11T06:17:00Z,CN1,KJA,NOZ,Economy,1200,60,264000.00,86.0
93165,PG0351,2017-01-20T06:19:00Z,2017-01-20T07:44:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93166,PG0351,2017-07-11T06:17:00Z,2017-07-11T07:43:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93167,PG0351,2016-11-20T06:15:00Z,2016-11-20T07:40:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93168,PG0352,2016-11-20T04:56:00Z,2016-11-20T06:21:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,85.0
93169,PG0351,2017-01-28T06:22:00Z,2017-01-28T07:47:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93170,PG0352,2017-01-28T04:53:00Z,2017-01-28T06:17:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,84.0
93171,PG0351,2017-07-21T06:18:00Z,2017-07-21T07:42:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93172,PG0352,2017-07-21T04:51:00Z,2017-07-21T06:16:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,85.0
93173,PG0352,2016-11-05T04:54:00Z,2016-11-05T06:20:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,86.0
93174,PG0351,2016-11-05T06:15:00Z,2016-11-05T07:41:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93175,PG0352,2017-01-14T04:54:00Z,2017-01-14T06:20:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,86.0
93176,PG0351,2017-01-14T06:18:00Z,2017-01-14T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93177,PG0351,2017-06-04T06:18:00Z,2017-06-04T07:44:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93178,PG0352,2017-06-04T04:52:00Z,2017-06-04T06:16:00Z,CN1,KJA,NOZ,Economy,1200,72,316800.00,84.0
93179,PG0352,2017-08-12T04:53:00Z,2017-08-12T06:16:00Z,CN1,KJA,NOZ,,1200,12,,83.0
93180,PG0351,2017-08-12T06:17:00Z,2017-08-12T07:44:00Z,CN1,KJA,NOZ,,1200,12,,87.0
93181,PG0352,2017-03-28T04:52:00Z,2017-03-28T06:17:00Z,CN1,KJA,NOZ,Economy,1200,48,211200.00,85.0
93182,PG0351,2017-03-28T06:19:00Z,2017-03-28T07:44:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93183,PG0351,2017-05-30T06:17:00Z,2017-05-30T07:44:00Z,CN1,KJA,NOZ,,1200,12,,87.0
93184,PG0351,2017-08-15T06:19:00Z,2017-08-15T07:43:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93185,PG0351,2016-11-21T06:16:00Z,2016-11-21T07:43:00Z,CN1,KJA,NOZ,,1200,12,,87.0
93186,PG0352,2016-11-21T04:56:00Z,2016-11-21T06:20:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93187,PG0352,2017-05-30T04:54:00Z,2017-05-30T06:20:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,86.0
93188,PG0351,2017-04-16T06:19:00Z,2017-04-16T07:44:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93189,PG0352,2017-04-16T04:52:00Z,2017-04-16T06:17:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,85.0
93190,PG0351,,,CN1,KJA,NOZ,,1200,12,,
93191,PG0352,,,CN1,KJA,NOZ,Economy,1200,12,52800.00,
93192,PG0352,2017-05-25T04:52:00Z,2017-05-25T06:18:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,86.0
93193,PG0351,2017-05-25T09:23:00Z,2017-05-25T10:48:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93194,PG0351,2016-08-21T06:20:00Z,2016-08-21T07:47:00Z,CN1,KJA,NOZ,,1200,12,,87.0
93195,PG0352,2016-08-21T04:53:00Z,2016-08-21T06:19:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93196,PG0351,2017-01-29T06:18:00Z,2017-01-29T07:44:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93197,PG0352,2017-01-29T04:54:00Z,2017-01-29T06:18:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,84.0
93198,PG0352,2017-07-10T04:55:00Z,2017-07-10T06:20:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,85.0
93199,PG0351,2017-07-10T06:19:00Z,2017-07-10T07:44:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93200,PG0352,2017-03-27T07:44:00Z,2017-03-27T09:09:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93201,PG0351,2017-03-27T06:18:00Z,2017-03-27T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93202,PG0352,2017-01-13T04:53:00Z,2017-01-13T06:18:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93203,PG0351,2017-01-13T06:20:00Z,2017-01-13T07:44:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93204,PG0352,,,CN1,KJA,NOZ,Economy,1200,24,105600.00,
93205,PG0351,,,CN1,KJA,NOZ,,1200,12,,
93206,PG0352,2016-11-04T04:54:00Z,2016-11-04T06:18:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,84.0
93207,PG0351,2016-11-04T06:20:00Z,2016-11-04T07:45:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93208,PG0351,2016-10-04T06:16:00Z,2016-10-04T07:42:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93209,PG0352,2016-10-04T04:54:00Z,2016-10-04T06:19:00Z,CN1,KJA,NOZ,Economy,1200,84,369600.00,85.0
93210,PG0351,2016-11-22T06:17:00Z,2016-11-22T07:43:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93211,PG0352,2016-11-22T04:54:00Z,2016-11-22T06:19:00Z,CN1,KJA,NOZ,Economy,1200,60,264000.00,85.0
93212,PG0352,2016-09-24T04:50:00Z,2016-09-24T06:14:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93213,PG0351,2016-09-24T06:20:00Z,2016-09-24T07:46:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93214,PG0351,2017-04-17T06:17:00Z,2017-04-17T07:42:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93215,PG0352,2017-04-17T04:51:00Z,2017-04-17T06:17:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,86.0
93216,PG0351,2017-07-22T06:21:00Z,2017-07-22T07:45:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93217,PG0352,2017-07-22T04:53:00Z,2017-07-22T06:17:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,84.0
93218,PG0352,2017-04-09T04:54:00Z,2017-04-09T06:19:00Z,CN1,KJA,NOZ,Economy,1200,48,211200.00,85.0
93219,PG0352,2017-03-26T04:52:00Z,2017-03-26T06:16:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,84.0
93220,PG0351,2017-03-26T06:16:00Z,2017-03-26T07:41:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93221,PG0351,2017-06-05T06:17:00Z,2017-06-05T07:43:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93222,PG0352,2017-06-05T04:51:00Z,2017-06-05T06:15:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,84.0
93223,PG0351,2016-08-22T06:18:00Z,2016-08-22T07:44:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93224,PG0352,2016-08-22T04:52:00Z,2016-08-22T06:17:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93225,PG0351,2017-01-30T06:15:00Z,2017-01-30T07:39:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93226,PG0352,2017-01-30T04:53:00Z,2017-01-30T06:18:00Z,CN1,KJA,NOZ,Economy,1200,48,211200.00,85.0
93227,PG0352,2017-07-09T04:54:00Z,2017-07-09T06:18:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,84.0
93228,PG0351,2017-07-09T06:21:00Z,2017-07-09T07:47:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93229,PG0351,2016-11-23T06:16:00Z,2016-11-23T07:42:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93230,PG0352,2016-11-23T04:53:00Z,2016-11-23T06:19:00Z,CN1,KJA,NOZ,Economy,1200,48,211200.00,86.0
93231,PG0352,2017-01-12T04:54:00Z,2017-01-12T06:19:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93232,PG0351,2017-01-12T06:18:00Z,2017-01-12T07:42:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93233,PG0352,2017-05-24T04:53:00Z,2017-05-24T06:18:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93234,PG0351,2017-05-24T06:17:00Z,2017-05-24T07:41:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93235,PG0351,2017-07-17T06:16:00Z,2017-07-17T07:42:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93236,PG0352,2017-07-17T04:54:00Z,2017-07-17T06:18:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,84.0
93237,PG0351,2017-04-09T06:18:00Z,2017-04-09T07:44:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93238,PG0352,2017-03-25T04:53:00Z,2017-03-25T06:17:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93239,PG0351,2017-03-25T06:21:00Z,2017-03-25T07:47:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93240,PG0352,2016-11-03T08:25:00Z,2016-11-03T09:50:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,85.0
93241,PG0351,2016-11-03T06:17:00Z,2016-11-03T07:42:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93242,PG0351,2017-04-18T09:07:00Z,2017-04-18T10:32:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93243,PG0352,2017-04-18T04:56:00Z,2017-04-18T06:22:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,86.0
93244,PG0352,,,CN1,KJA,NOZ,Economy,1200,36,158400.00,
93245,PG0351,,,CN1,KJA,NOZ,,1200,12,,
93246,PG0351,2016-11-24T06:19:00Z,2016-11-24T07:45:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93247,PG0352,2016-11-24T04:53:00Z,2016-11-24T06:18:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,85.0
93248,PG0351,2017-01-31T06:17:00Z,2017-01-31T07:41:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93249,PG0352,2017-01-31T04:57:00Z,2017-01-31T06:22:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,85.0
93250,PG0351,2016-08-23T06:19:00Z,2016-08-23T07:43:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93251,PG0352,2016-08-23T04:53:00Z,2016-08-23T06:17:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93252,PG0351,,,CN1,KJA,NOZ,,1200,12,,
93253,PG0352,,,CN1,KJA,NOZ,Economy,1200,12,52800.00,
93254,PG0352,2017-08-11T04:54:00Z,2017-08-11T06:18:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,84.0
93255,PG0351,2017-08-11T06:18:00Z,2017-08-11T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93256,PG0352,2017-07-08T04:53:00Z,2017-07-08T06:19:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,86.0
93257,PG0352,2017-03-24T04:54:00Z,2017-03-24T06:20:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,86.0
93258,PG0351,2017-03-24T06:19:00Z,2017-03-24T07:43:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93259,PG0351,2017-07-08T06:20:00Z,2017-07-08T07:44:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93260,PG0351,2016-10-05T06:18:00Z,2016-10-05T07:44:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93261,PG0352,2016-10-05T04:52:00Z,2016-10-05T06:18:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93262,PG0352,2016-09-23T04:56:00Z,2016-09-23T06:22:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,86.0
93263,PG0351,2016-09-23T06:18:00Z,2016-09-23T07:42:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93264,PG0352,2017-01-11T04:52:00Z,2017-01-11T06:17:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,85.0
93265,PG0351,2017-01-11T06:20:00Z,2017-01-11T07:45:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93266,PG0351,2017-06-06T06:17:00Z,2017-06-06T07:42:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93267,PG0352,2017-06-06T04:53:00Z,2017-06-06T06:18:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,85.0
93268,PG0351,2016-11-25T06:17:00Z,2016-11-25T07:42:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93269,PG0352,2016-11-25T04:52:00Z,2016-11-25T06:16:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,84.0
93270,PG0351,2017-07-23T06:17:00Z,2017-07-23T07:42:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93271,PG0352,2017-07-23T04:55:00Z,2017-07-23T06:21:00Z,CN1,KJA,NOZ,Economy,1200,48,211200.00,86.0
93272,PG0351,2017-04-19T06:16:00Z,2017-04-19T07:41:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93273,PG0352,2017-04-19T04:53:00Z,2017-04-19T06:18:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,85.0
93274,PG0352,2017-05-23T04:56:00Z,2017-05-23T06:22:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,86.0
93275,PG0351,2017-05-23T06:20:00Z,2017-05-23T07:45:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93276,PG0352,2016-11-02T04:51:00Z,2016-11-02T06:16:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,85.0
93277,PG0351,2016-11-02T06:19:00Z,2016-11-02T07:43:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93278,PG0352,2017-03-23T04:51:00Z,2017-03-23T06:16:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93279,PG0351,2017-03-23T06:19:00Z,2017-03-23T07:44:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93280,PG0352,,,CN1,KJA,NOZ,,1200,12,,
93281,PG0351,2017-02-01T06:19:00Z,2017-02-01T07:44:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93282,PG0352,2017-02-01T04:53:00Z,2017-02-01T06:18:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93283,PG0351,2016-08-24T06:15:00Z,2016-08-24T07:40:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93284,PG0352,2016-08-24T04:55:00Z,2016-08-24T06:21:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93285,PG0352,2017-07-07T04:51:00Z,2017-07-07T06:15:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93286,PG0351,2017-07-07T06:18:00Z,2017-07-07T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93287,PG0351,2016-11-26T06:19:00Z,2016-11-26T07:45:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93288,PG0352,2016-11-26T08:21:00Z,2016-11-26T09:45:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93289,PG0351,2017-05-31T06:18:00Z,2017-05-31T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93290,PG0352,2017-03-22T04:53:00Z,2017-03-22T06:17:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,84.0
93291,PG0352,2017-05-31T04:54:00Z,2017-05-31T06:19:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,85.0
93292,PG0351,2017-03-22T06:19:00Z,2017-03-22T07:44:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93293,PG0352,,,CN1,KJA,NOZ,Economy,1200,12,52800.00,
93294,PG0352,2017-01-10T04:52:00Z,2017-01-10T06:17:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93295,PG0351,2017-01-10T06:16:00Z,2017-01-10T07:41:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93296,PG0351,,,CN1,KJA,NOZ,,1200,12,,
93297,PG0351,2017-04-20T06:18:00Z,2017-04-20T07:41:00Z,CN1,KJA,NOZ,,1200,12,,83.0
93298,PG0352,2017-04-20T04:50:00Z,2017-04-20T06:14:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,84.0
93299,PG0352,2016-09-22T04:55:00Z,2016-09-22T06:21:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93300,PG0351,2016-09-22T06:19:00Z,2016-09-22T07:44:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93301,PG0351,2017-02-02T06:16:00Z,2017-02-02T07:41:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93302,PG0352,2017-02-02T04:53:00Z,2017-02-02T06:18:00Z,CN1,KJA,NOZ,Economy,1200,48,211200.00,85.0
93303,PG0352,2016-11-01T04:53:00Z,2016-11-01T06:17:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,84.0
93304,PG0351,2016-11-01T06:18:00Z,2016-11-01T07:44:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93305,PG0351,2016-11-27T06:19:00Z,2016-11-27T07:45:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93306,PG0352,2016-11-27T04:57:00Z,2016-11-27T06:23:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,86.0
93307,PG0352,2016-11-11T04:53:00Z,2016-11-11T06:18:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93308,PG0351,2016-10-06T06:18:00Z,2016-10-06T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93309,PG0352,2016-10-06T04:54:00Z,2016-10-06T06:21:00Z,CN1,KJA,NOZ,,1200,12,,87.0
93310,PG0351,2017-06-07T06:19:00Z,2017-06-07T07:43:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93311,PG0352,2017-06-07T04:55:00Z,2017-06-07T06:19:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93312,PG0352,2017-05-22T04:50:00Z,2017-05-22T06:15:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,85.0
93313,PG0351,2017-05-22T06:17:00Z,2017-05-22T07:43:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93314,PG0352,2017-03-21T04:50:00Z,2017-03-21T06:16:00Z,CN1,KJA,NOZ,Economy,1200,48,211200.00,86.0
93315,PG0351,2017-03-21T06:17:00Z,2017-03-21T07:40:00Z,CN1,KJA,NOZ,,1200,12,,83.0
93316,PG0351,2016-08-25T06:20:00Z,2016-08-25T07:45:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93317,PG0352,2016-08-25T04:53:00Z,2016-08-25T06:18:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93318,PG0352,2017-07-06T04:54:00Z,2017-07-06T06:20:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93319,PG0351,2017-07-06T08:38:00Z,2017-07-06T10:03:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93320,PG0351,2017-07-24T06:18:00Z,2017-07-24T07:41:00Z,CN1,KJA,NOZ,,1200,12,,83.0
93321,PG0352,2017-07-24T04:55:00Z,2017-07-24T06:19:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,84.0
93322,PG0351,2016-11-11T06:17:00Z,2016-11-11T07:41:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93323,PG0352,2017-01-09T04:53:00Z,2017-01-09T06:18:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,85.0
93324,PG0351,2017-01-09T09:47:00Z,2017-01-09T11:12:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93325,PG0351,2017-04-21T06:18:00Z,2017-04-21T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93326,PG0352,2017-04-21T04:52:00Z,2017-04-21T06:17:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93327,PG0351,,,CN1,KJA,NOZ,,1200,12,,
93328,PG0352,,,CN1,KJA,NOZ,Economy,1200,24,105600.00,
93329,PG0352,2017-08-10T04:53:00Z,2017-08-10T06:19:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,86.0
93330,PG0351,2017-08-10T06:18:00Z,2017-08-10T07:43:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93331,PG0351,2016-11-28T09:10:00Z,2016-11-28T10:36:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93332,PG0352,2016-11-28T04:55:00Z,2016-11-28T06:20:00Z,CN1,KJA,NOZ,Economy,1200,24,105600.00,85.0
93333,PG0352,2017-03-20T04:53:00Z,2017-03-20T06:19:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,86.0
93334,PG0351,2017-03-20T06:17:00Z,2017-03-20T07:42:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93335,PG0351,2017-02-03T06:22:00Z,2017-02-03T07:47:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93336,PG0352,2017-02-03T04:52:00Z,2017-02-03T06:16:00Z,CN1,KJA,NOZ,,1200,12,,84.0
93337,PG0352,,,CN1,KJA,NOZ,Economy,1200,12,52800.00,
93338,PG0351,,,CN1,KJA,NOZ,,1200,12,,
93339,PG0351,2016-11-10T06:18:00Z,2016-11-10T07:44:00Z,CN1,KJA,NOZ,,1200,12,,86.0
93340,PG0352,2016-11-10T04:54:00Z,2016-11-10T06:21:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,87.0
93341,PG0352,2016-10-31T04:53:00Z,2016-10-31T06:19:00Z,CN1,KJA,NOZ,Economy,1200,36,158400.00,86.0
93342,PG0351,2016-10-31T06:17:00Z,2016-10-31T07:42:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93343,PG0351,2016-08-26T06:21:00Z,2016-08-26T07:46:00Z,CN1,KJA,NOZ,,1200,12,,85.0
93344,PG0352,2016-08-26T04:52:00Z,2016-08-26T06:17:00Z,CN1,KJA,NOZ,Economy,1200,12,52800.00,85.0
93345,PG0352,2017-07-05T04:51:00Z,2017-07-05T06:16:00Z,CN1,KJA,NOZ,Economy,1200,48,211200.00,85.0
